"New Category Structure from May 16, 2023 - US","","","","","",""
"","","","","","",""
"L1","L2","L3","L4","L5","L6","Category ID"
"","","","Filter Regulator Lubricators","","","183993"
"","","","Oil-Water Separators","","","183994"
"","","","Other Compressed Air Treatment","","","183995"
"","","Faucet & Hydrant Repair Kits","","","","183996"
"","","Fittings & Adapters","","","","183997"
"","","","Drain Fittings","","","183998"
"","","","Hose Bibbs & Sillcocks","","","184000"
"","","","Pipe & Hose Fittings","","","184001"
"","","","","Camlock Fittings","","184003"
"","","","","Compression Fittings","","184004"
"","","","","Crimp & Hose Barb Fittings","","184005"
"","","","","Push-to-Connect Fittings","","184006"
"","","","","Quick Couplers","","184007"
"","","","","Sanitary Fittings","","184008"
"","","","","Sweat Fittings","","184009"
"","","","","Threaded Fittings","","184010"
"","","","","Other Pipe & Hose Fittings","","184011"
"","","","Pipe & Hose Adapters","","","184012"
"","","","Pipe Nipples","","","184014"
"","","","Water Supply Connectors","","","183999"
"","","","Other Fittings & Adapters","","","184015"
"","","Hydraulic & Pneumatic Cylinders","","","","184027"
"","","Hydraulic & Pneumatic Motors","","","","257890"
"","","Hydraulic Filters & Cartridges","","","","184028"
"","","","Hydraulic Filters","","","184029"
"","","","Filter Cartridges & Elements","","","184030"
"","","","Hydraulic Filter Housings","","","184031"
"","","","Suction Strainers","","","184032"
"","","","Other Hydraulic Filter Accessories","","","184033"
"","","Hydraulic Fluid","","","","184034"
"","","Hydraulic Fluid Reservoirs","","","","184036"
"","","Pipe, Hose & Tubing","","","","184037"
"","","","Pipe","","","42934"
"","","","Hose & Tubing","","","184038"
"","","","Pipe Clamps, Hangers & Straps","","","184047"
"","","","Other Pipe, Hose & Tubing","","","184041"
"","","Pneumatic Mufflers & Silencers","","","","184053"
"","","Pump & Flow Controllers","","","","184055"
"","","","Hydraulic Controllers","","","184056"
"","","","Pneumatic Controllers","","","184058"
"","","","Pump Controllers","","","184059"
"","","","Flow Controllers & Meters","","","184060"
"","","","","Mass Flow Controllers","","184061"
"","","","","Flow Meters","","67070"
"","","","","Flow Sensors","","65457"
"","","Pumps & Pump Accessories","","","","184062"
"","","","Boiler Feed Pumps","","","184063"
"","","","Booster Pumps","","","184064"
"","","","Centrifugal Pumps","","","124635"
"","","","Circulator Pumps","","","184065"
"","","","Deep Well & Borehole Pumps","","","184066"
"","","","Drum, Coolant & Grease Pumps","","","184067"
"","","","","Drum & Barrel Pumps","","184069"
"","","","","Coolant Pumps","","184070"
"","","","","Grease Pumps","","184071"
"","","","Grinder & Shredder Pumps","","","184072"
"","","","Hydraulic Pumps","","","11773"
"","","","Hydrostatic Test Pumps","","","184073"
"","","","Lubrication Pumps","","","184074"
"","","","Magnetic Drive Pumps","","","184075"
"","","","Metering & Dosing Pumps","","","184076"
"","","","Oil Transfer Pumps","","","184077"
"","","","Shallow Well & Jet Pumps","","","184078"
"","","","Slurry Pumps","","","184081"
"","","","Sump, Trash & Utility Pumps","","","184082"
"","","","","Pond & Fountain Pumps","","184083"
"","","","","Sump, Sewage & Effluent Pumps","","184084"
"","","","","Trash & Water Transfer Pumps","","184085"
"","","","","Utility Pumps","","184086"
"","","","Turbine Pumps","","","184087"
"","","","Vacuum Pumps","","","184088"
"","","","","Bellows Pumps","","184089"
"","","","","Diaphragm Pumps","","124636"
"","","","","Diffusion Pumps","","184090"
"","","","","Liquid Ring Pumps","","184092"
"","","","","Lobe Pumps & Roots Blowers","","184093"
"","","","","Peristaltic Pumps","","184094"
"","","","","Piston Pumps","","184095"
"","","","","Progressive Cavity Pumps","","184096"
"","","","","Regenerative Blowers","","184097"
"","","","","Rotary Gear Pumps","","124638"
"","","","","Rotary Vane Pumps","","184098"
"","","","","Screw Pumps","","184099"
"","","","","Scroll Pumps","","184100"
"","","","","Turbomolecular Pumps","","184101"
"","","","","Vacuum Chambers","","184103"
"","","","","Other Vacuum Pumps","","46548"
"","","","Pump Parts & Accessories","","","184104"
"","","","","Compression Packing","","184105"
"","","","","Pump Pressure Switches","","184106"
"","","","","Discharge Hoses","","184107"
"","","","","Pump Heads","","184108"
"","","","","Pump Shaft Seals","","184109"
"","","","","Pump Impellers","","184110"
"","","","","Other Pump Parts & Accessories","","57013"
"","","","Other Pumps","","","46547"
"","","Rupture Discs","","","","184111"
"","","Valves & Manifolds","","","","184112"
"","","","Air Control Valves","","","184114"
"","","","Air Pilot Valves","","","184115"
"","","","Backflow Preventers","","","184116"
"","","","Ball Valves","","","184117"
"","","","Butterfly Valves","","","184118"
"","","","Cartridge Valves","","","184119"
"","","","Check & Foot Valves","","","184120"
"","","","Diaphragm Valves","","","184121"
"","","","Directional Control Valves","","","184122"
"","","","","Selector Valves","","184123"
"","","","","Spool Valves","","184125"
"","","","","Stack Valves","","184126"
"","","","","Valve Subplates","","184127"
"","","","Float Valves","","","184128"
"","","","Flow Dividers","","","184129"
"","","","Flush Valves","","","184130"
"","","","Gate Valves","","","184131"
"","","","Globe Valves","","","184132"
"","","","Mixing Valves","","","184133"
"","","","Needle Valves","","","184134"
"","","","Plug Valves","","","257891"
"","","","Quick Exhaust Valves","","","184136"
"","","","Relief Valves","","","184137"
"","","","Sequence Valves","","","184138"
"","","","Shuttle Valves","","","184139"
"","","","Stop Valves","","","184140"
"","","","Vacuum Breakers","","","184141"
"","","","Water Pressure Reducing Valves","","","184142"
"","","","Manifolds","","","184143"
"","","","","Hydraulic Manifolds","","184144"
"","","","","Pneumatic Manifolds & Bases","","184145"
"","","","","Radiant Heat & PEX Manifolds","","184147"
"","","","Other Valves & Manifolds","","","184148"
"","","Other Hydraulics & Pneumatics","","","","48718"
"","Industrial Automation & Motion Controls","","","","","42892"
"","","Drives & Starters","","","","78186"
"","","","Drives & Motor Controls","","","78188"
"","","","","Drive Reactors","","260264"
"","","","","General Purpose AC Drives","","42894"
"","","","","General Purpose DC Drives","","78190"
"","","","","Servo Drives & Amplifiers","","78191"
"","","","","Speed Controls","","71393"
"","","","","Stepper Controls & Drives","","71394"
"","","","","Variable Frequency Drives","","78192"
"","","","","Other Motor Controls","","78193"
"","","","Starters","","","181698"
"","","","","Combination Starters","","181699"
"","","","","Full Voltage (DOL) Starters","","181700"
"","","","","Magnetic Motor Starters","","260265"
"","","","","Manual Starters","","181707"
"","","","","Multi-Speed Starters","","181701"
"","","","","Reduced Voltage/Soft Starters","","181702"
"","","","","Starter Mounts & Enclosures","","181704"
"","","","","Starter Parts & Accessories","","181705"
"","","","","Vacuum Starters","","260266"
"","","","","Other Starters","","181706"
"","","Electric Motors","","","","181730"
"","","","Blower Motors","","","260267"
"","","","Definite Purpose Motors","","","181731"
"","","","General Purpose Motors","","","181732"
"","","","Gearmotors","","","65452"
"","","","Permanent Magnet Motors","","","260268"
"","","","Pump Motors","","","260269"
"","","","Starter Motors","","","260270"
"","","","Stepper Motors","","","9723"
"","","","Servo Motors","","","124603"
"","","","Vibration Motors","","","181733"
"","","","Wound Field Motors","","","260271"
"","","","Electric Motor Parts & Accessories","","","181734"
"","","Indicators & Signal Towers","","","","181793"
"","","","Audio Indicators","","","181807"
"","","","Indicator Bulbs","","","181802"
"","","","Indicator Lampholders","","","181803"
"","","","Indicator Lenses","","","181804"
"","","","Panel Indicators & Lamps","","","73129"
"","","","Signal Towers","","","181806"
"","","","Other Indicator Accessories","","","181808"
"","","Industrial Robotic Arms","","","","50924"
"","","Industrial Robot Parts","","","","260272"
"","","Mechanical Power Transmission","","","","181748"
"","","","Bearings & Bushings","","","181749"
"","","","","Air Bearings","","260273"
"","","","","Ball & Roller Bearings","","181750"
"","","","","Bushings & Plain Bearings","","181751"
"","","","","Cam Followers","","181752"
"","","","","Mounted Bearings & Housings","","181753"
"","","","","Rod End Bearings","","260274"
"","","","","Thrust Bearings","","181754"
"","","","","Bearing & Bushing Parts","","260275"
"","","","","","Precision Balls","260276"
"","","","","","Thrust Washers","260277"
"","","","","","Bearing End Caps","260278"
"","","","","","Bearing Heaters","260279"
"","","","","","Other Bearing & Bushing Parts","185120"
"","","","Brakes & Clutches","","","260280"
"","","","","Hydraulic & Pneumatic Brakes","","181760"
"","","","","Hydraulic & Pneumatic Clutches","","181767"
"","","","","Magnetic Brakes","","181759"
"","","","","Magnetic Clutches","","181766"
"","","","Chains & Sprockets","","","260281"
"","","","","Chain Tools","","260282"
"","","","","Idler Sprockets","","260283"
"","","","","Leaf Chains","","260284"
"","","","","Roller Chain Links","","260285"
"","","","","Roller Chains","","181762"
"","","","","Roller Chain Sprockets","","181763"
"","","","Gearboxes & Speed Reducers","","","181772"
"","","","Gears & Gear Racks","","","181773"
"","","","","Bevel Gears","","181774"
"","","","","Change Gears","","260286"
"","","","","Gear Racks","","181775"
"","","","","Helical Gears","","181776"
"","","","","Miter Gears","","260287"
"","","","","Rack & Pinion Gears","","260288"
"","","","","Spur Gears","","181777"
"","","","","Worms & Worm Gears","","181778"
"","","","","Other Industrial Gears","","185121"
"","","","Industrial Vibrators","","","260289"
"","","","Mechanical Couplings & U-Joints","","","181768"
"","","","","Rigid Couplings","","181769"
"","","","","Flexible Couplings","","181770"
"","","","","Universal Joints","","181771"
"","","","","Other Mechanical Couplings","","185122"
"","","","Output Filters","","","260290"
"","","","Power Transmission Belts","","","181756"
"","","","Power Transmission Shafts","","","181779"
"","","","Pulleys & Sheaves","","","181757"
"","","","Seals, O-Rings & Gaskets","","","181780"
"","","","Shaft Adapters & Bore Reducers","","","181781"
"","","","Shaft Collars & Clamps","","","181782"
"","","","Solenoid Valves & Coils","","","260291"
"","","","Tensioners & Tighteners","","","260292"
"","","","","Chain & Belt Tensioners","","181764"
"","","","","Drive Tighteners & Idlers","","260293"
"","","","","Tightener Shafts","","260294"
"","","","Torque Limiters","","","260295"
"","","","Other Mechanical Power Transmission","","","181783"
"","","PLCs & HMIs","","","","57516"
"","","","PLC Processors","","","181708"
"","","","Control Systems","","","260260"
"","","","HMI & Open Interface Panels","","","181709"
"","","","Microcontrollers","","","260261"
"","","","PLC Cables","","","181710"
"","","","PLC Chassis","","","181711"
"","","","PLC Software","","","181712"
"","","","PLC Peripheral Modules","","","181713"
"","","","","PLC Input & Output Modules","","181714"
"","","","","Counter Modules","","181715"
"","","","","Enclosures","","260262"
"","","","","PLC Data Acquisition Modules","","181716"
"","","","","PLC Displays & Touch Panels","","260263"
"","","","","PLC Ethernet & Communication","","181717"
"","","","","PLC Memory Modules","","181718"
"","","","","PLC Positioning Modules","","181719"
"","","","","PLC Power Supplies","","181720"
"","","","","PLC Redundancy Modules","","181721"
"","","","","PLC Servo Control Modules","","181722"
"","","","","PLC Temperature Modules","","181723"
"","","","","Timer Modules","","181724"
"","","","","Other PLC Peripheral Modules","","181725"
"","","Rotary & Linear Motion","","","","181736"
"","","","Bearing Blocks & Supports","","","181737"
"","","","Lead, Ball & Roller Screws","","","181739"
"","","","Linear Actuator Controls","","","181740"
"","","","Linear Actuators","","","55826"
"","","","Linear Bearings & Bushings","","","181741"
"","","","Linear Encoders","","","181742"
"","","","Linear Motion System","","","260296"
"","","","Linear Nuts","","","260297"
"","","","Linear Rings & Seals","","","260298"
"","","","Pulse Generators","","","260299"
"","","","Rail & Shaft Supports","","","181743"
"","","","Rotary Actuators","","","181729"
"","","","Rotary Encoders","","","260300"
"","","","Slides, Rails & Carriages","","","183548"
"","","","XY & Rotary Positioning Stages","","","181746"
"","","","Other Rotary & Linear Motion","","","181747"
"","","Sensors","","","","181784"
"","","","Acceleration Sensors","","","181785"
"","","","Fiber Optic Sensors","","","181786"
"","","","Hall Effect Sensor Diodes","","","181787"
"","","","Level Sensors","","","65458"
"","","","PIR Motion Sensors","","","181788"
"","","","Pressure Sensors","","","65456"
"","","","Proximity Sensors","","","65459"
